Donor,molecule,interacting halogen,ortho,meta,para,V$_{S}$$_{max}$,V$_{max}$(r),R$^{donor}_{C-X}$,k$^{a}$$^{donor}$$_{C-X}$,$\mu^{donor}_{C-X}$,R$^{donor}_{C\equiv C}$,k$^{a}$$^{donor}$$_{C\equiv C}$,$\mu^{donor}_{C\equiv C}$,Complex Symmetry,R$^{complex}_{C-X}$,$\Delta$R$_{C-X}$,k$^{a}$$^{complex}$$_{C-X}$,$\Delta$k$^{a}_{C-X}$,$\mu^{complex}_{C-X}$,R$^{complex}_{C\equiv C}$,$\Delta$R$_{C\equiv C}$,k$^{a}$$^{complex}$$_{C\equiv C}$,$\Delta$k$^{a}_{C\equiv C}$,$\mu^{complex}_{C\equiv C}$,R$_{X\cdots N}$,k$^{a}_{X\cdots N}$,$\mu_{X\cdots N}$,$\rho^{BCP}$,G(r)$^{BCP}$,K(r)$^{BCP}$,V(r)$^{BCP}$,$\nabla^{2} \rho^{BCP}$,H(r)$^{BCP}$,RDG,sign$\lambda_{2}* \rho$,E$_{int}$,E$_{bind}$,E$^{CP}_{int}$,E$^{CP}_{bind}$,E$^{donor}_{def}$,E$^{NH_3}_{def}$,E(2),$\Delta \rho$
2-4-6_NH2_3-5_CNBAAt,c1(N)c(C#N)c(N)c(C#N)c(N)c1(C#C([At])),At,NH2,CN,NH2,52.8,2.114375501,2.0999,3.127,4.267,1.2181,16.477,-2.83,C1,2.1385,0.0386,2.582,-0.545,7.807,1.2201,0.002,16.301,-0.176,-2.528,2.8612,0.292,-16.511,0.0237,0.0183,-0.000904,-0.0174,0.0768,0.000904,9.78E-07,-0.0237,-11.39,-11.0468872,-10.81,-10.46874352,0.338408343,0.00284814,,-0.05843
2-4-6_NH2_3-5_FBAAt,c1(N)c(F)c(N)c(F)c(N)c1(C#C([At])),At,NH2,F,NH2,47,2.118748722,2.099,3.143,4.597,1.2179,16.491,-2.972,C1,2.1349,0.0359,2.639,-0.504,7.834,1.2198,0.0019,16.331,-0.16,-2.605,2.8804,0.286,-16.173,0.0228,0.0176,-0.000979,-0.0166,0.0742,0.000979,7.79E-07,-0.0228,-10.51,-10.19917834,-9.96,-9.647762882,0.30844853,0.003788589,15.16,-0.05462
2-4-6_NH2_3-5_NO2BAAt,c1(N)c(N(=O)=O)c(N)c(N(=O)=O)c(N)c1(C#C([At])),At,NH2,NO2,NH2,55,2.111819088,2.1003,3.121,3.781,1.2184,16.454,-2.496,C1,2.1404,0.0401,2.55,-0.571,7.442,1.2204,0.002,16.276,-0.178,-2.219,2.8507,0.294,-16.603,0.0242,0.0187,-0.000858,-0.0178,0.0782,0.000858,2.02E-06,-0.0242,-11.81,-11.4384525,-11.23,-10.85951714,0.367877444,0.002605419,35.57,-0.05899
2-4-6_OH_3-5_CNBAAt,c1(O)c(C#N)c(O)c(C#N)c(O)c1(C#C([At])),At,OH,CN,OH,63,2.09877891,2.0998,3.092,0.768,1.2179,16.542,-0.262,C1,2.1454,0.0456,2.435,-0.657,4.691,1.2204,0.0025,16.31,-0.232,0.027,2.8153,0.305,-16.629,0.026,0.0201,-0.000678,-0.0195,0.0832,0.000678,1.06E-06,-0.026,-13.32,-12.85402232,-12.71,-12.24164944,0.466135392,0.002215171,18.7,-0.06932
2-4-6_OH_3-5_FBAAt,c1(O)c(F)c(O)c(F)c(O)c1(C#C([At])),At,OH,F,OH,56.4,2.105450764,2.0995,3.113,2.213,1.2182,16.512,-1.322,C1,2.1411,0.0416,2.518,-0.595,5.85,1.2205,0.0023,16.306,-0.206,-1.055,2.8402,0.297,-16.244,0.0247,0.0191,-0.00081,-0.0183,0.0797,0.00081,5.90E-07,-0.0247,-12.19,-11.79436648,-11.61,-11.21079107,0.396395869,0.002813062,17.25,-0.06332
2-4-6_SH_3-5_CNBAAt,c1(S)c(C#N)c(S)c(C#N)c(S)c1(C#C([At])),At,SH,CN,SH,61,2.101779426,2.0986,3.106,-0.717,1.2168,16.608,1.376,C1,2.1427,0.0441,2.465,-0.641,3.073,1.2194,0.0026,16.361,-0.247,1.78,2.8228,0.302,-16.967,0.0256,0.0198,-0.000721,-0.0191,0.0822,0.000721,2.62E-06,-0.0256,-13,-12.56111092,-12.39,-11.95042407,0.437367846,0.00220808,,-0.06688
2-4-6_SH_3-5_FBAAt,c1(S)c(F)c(S)c(F)c(S)c1(C#C([At])),At,SH,F,SH,55.4,2.107610547,2.0981,3.122,0.3,1.2167,16.625,0.621,C1,2.1392,0.0411,2.53,-0.592,3.853,1.2192,0.0025,16.396,-0.229,1.025,2.8424,0.296,-16.631,0.0246,0.019,-0.000822,-0.0182,0.0794,0.000822,6.29E-07,-0.0246,-12.09,-11.70178686,-11.49,-11.10506038,0.38212191,0.002817706,17.14,-0.06282
2-4-6-BH2BAAt,c1(B)cc(B)cc(B)c1(C#C([At])),At,BH2,H,BH2,49.2,2.115980758,2.0944,3.144,-3.296,1.2145,16.807,4.619,C1,2.1312,0.0368,2.615,-0.529,-0.517,1.2172,0.0027,16.542,-0.265,5.47,2.8691,0.291,-16.423,0.0234,0.018,-0.000938,-0.0171,0.0757,0.000938,3.31E-06,-0.0234,-11.01,-10.68710149,-10.42,-10.10049249,0.315958563,0.003548943,15.68,-0.05676
2-4-6-ClBAAt,c1(Cl)cc(Cl)cc(Cl)c1(C#C([At])),At,Cl,H,Cl,50,2.111570662,2.0952,3.14,-1.698,1.2132,16.95,2.586,C1,2.1333,0.0381,2.596,-0.544,1.485,1.2157,0.0025,16.705,-0.245,3.073,2.8635,0.293,-16.211,0.023606266,0.01820812,-0.000917941,-0.017290179,0.076505359,0.000917941,2.09E-06,-0.023606266,-11.16,-10.830446,-10.58,-10.24976472,0.326499468,0.003735815,15.94,-0.05775
2-4-6-CN-3-5-CF3BAAt,c1(C#N)c(C(F)(F)F)c(C#N)c(C(F)(F)F)c(C#N)c1(C#C([At])),At,CN,CF3,CN,62,2.096355849,2.0918,3.099,-9.125,1.2141,16.816,8.315,C1,2.1388,0.047,2.399,-0.7,-5.985,1.2176,0.0035,16.469,-0.347,9.239,2.8028,0.312,-16.796,0.026643032,0.020684846,-0.000619052,-0.020065794,0.08521692,0.000619052,2.27E-06,-0.026643032,-13.78,-13.2448641,-13.14,-12.60969222,0.52744056,0.002867216,0.13,-0.07152
2-4-6-CN-3-5-NO2BAAt,c1(C#N)c(N(=O)=O)c(C#N)c(N(=O)=O)c(C#N)c1(C#C([At])),At,CN,NO2,CN,66.1,2.091266695,2.0911,3.091,-10.62,1.2147,16.76,9.398,C1,2.1406,0.0495,2.352,-0.739,-7.482,1.2184,0.0037,16.389,-0.371,10.435,2.7884,0.324,-17.002,0.027443552,0.021324753,-0.000521179,-0.020803574,0.087385126,0.000521179,1.82E-07,-0.027443552,-14.45,-13.89719788,-13.8,-13.24769927,0.549817549,0.002483181,0.15,-0.07496
2-4-6-CNBAAt,c1(C#N)cc(C#N)cc(C#N)c1(C#C([At])),At,CN,H,CN,58.1,2.099877466,2.0929,3.11,-7.036,1.2141,16.842,6.757,C1,2.1372,0.0443,2.457,-0.653,-3.912,1.2173,0.0032,16.524,-0.318,7.576,2.8198,0.303,-16.534,0.025745377,0.019958738,-0.000719066,-0.019239672,0.082712477,0.000719066,1.61E-06,-0.025745377,-12.96,-12.51958799,-12.34,-11.89804983,0.438707579,0.003242593,18.29,-0.06745
2-4-6-F-3-5-CF3BAAt,c1(F)c(C(F)(F)F)c(F)c(C(F)(F)F)c(F)c1(C#C([At])),At,F,CF3,F,55.6,2.105207367,2.0957,3.12,-2.651,1.2127,17.017,3.074,C1,2.1372,0.0415,2.522,-0.598,0.733,1.2154,0.0027,16.751,-0.266,3.52,2.8406,0.297,-16.145,0.024698536,0.019096767,-0.000820415,-0.018276351,0.079669915,0.000820415,2.27E-06,-0.024698536,-12.15,-11.76239173,-11.55,-11.16008957,0.386834506,0.003075926,17.12,-0.0628
2-4-6-F-3-5-NO2BAAt,c1(F)c(N(=O)=O)c(F)c(N(=O)=O)c(F)c1(C#C([At])),At,F,NO2,F,59.2,2.101218197,2.0955,3.112,-3.847,1.2129,17.004,3.993,C1,2.1391,0.0436,2.477,-0.635,-0.383,1.2158,0.0029,16.72,-0.284,4.496,2.8265,0.301,-16.307,0.025414197,0.019669175,-0.000744618,-0.018924557,0.081656404,0.000744618,1.78E-06,-0.025414197,-12.77,-12.34445072,-12.17,-11.74370073,0.423625388,0.002673881,17.92,-0.06607
2-4-6-FBAAt,c1(F)cc(F)cc(F)c1(C#C([At])),At,F,H,F,49,2.112368314,2.0961,3.139,-0.375,1.213,16.999,1.322,C1,2.1337,0.0376,2.607,-0.532,2.862,1.2154,0.0024,16.766,-0.233,1.67,2.8675,0.292,-15.843,0.023414761,0.018054452,-0.000934178,-0.017120274,0.075955626,0.000934178,1.77E-06,-0.023414761,-10.98,-10.65580257,-10.41,-10.08647116,0.319559213,0.003969625,15.69,-0.05688
2-4-6-NH2BAAt,c1(N)cc(N)cc(N)c1(C#C([At])),At,NH2,H,NH2,43.5,2.123111238,2.0993,3.149,5.923,1.2186,16.41,-3.982,C1,2.1334,0.0341,2.676,-0.473,9.089,1.2203,0.0017,16.272,-0.138,-3.65,2.894,0.278,-16.086,0.0222,0.0171,-0.00102,-0.0161,0.0724,0.00102,8.66E-07,-0.0222,-9.95,-9.662471979,-9.4,-9.114285951,0.281345767,0.004368282,14.5,-0.05189
2-4-6-OHBAAt,c1(O)cc(O)cc(O)c1(C#C([At])),At,OH,H,OH,52.4,2.11044498,2.0996,3.123,3.523,1.2187,16.454,-2.307,C1,2.1389,0.0393,2.566,-0.557,7.065,1.2208,0.0021,16.27,-0.184,-2.068,2.8558,0.294,-16.182,0.024,0.0185,-0.000881,-0.0176,0.0775,0.000881,3.93E-07,-0.024,-11.5,-11.14590444,-10.93,-10.57131676,0.355412596,0.003270642,16.38,-0.0598
2-4-6-SHBAAt,c1(S)cc(S)cc(S)c1(C#C([At])),At,SH,H,SH,52.4,2.110863322,2.0984,3.129,1.408,1.2169,16.595,-0.211,C1,2.1377,0.0393,2.568,-0.561,4.904,1.2192,0.0023,16.383,-0.212,0.149,2.8547,0.294,-16.567,0.024,0.0185,-0.000876,-0.0177,0.0777,0.000876,5.91E-07,-0.024,-11.56,-11.20381415,-10.97,-10.61719778,0.349616918,0.003185301,16.48,-0.0601
2-6_NH2_3-4-5_CNBAAt,c1(N)c(C#N)c(C#N)c(C#N)c(N)c1(C#C([At])),At,NH2,CN,CN,61.3,2.105229363,2.0996,3.104,0.423,1.2173,16.575,0.375,C1,2.1427,0.0431,2.483,-0.621,4.097,1.2197,0.0024,16.347,-0.228,0.825,2.8303,0.3,-16.735,0.0253,0.0195,-0.000757,-0.0188,0.0811,0.000757,2.16E-06,-0.0253,-12.76,-12.34406229,-12.16,-11.7456706,0.412340258,0.001989142,,-0.06553
2-6_NH2_3-4-5_FBAAt,c1(N)c(F)c(F)c(F)c(N)c1(C#C([At])),At,NH2,F,F,51.7,2.113148479,2.0992,3.131,2.55,1.2171,16.587,-1.308,C1,2.1372,0.038,2.593,-0.538,5.943,1.2193,0.0022,16.397,-0.19,-1.041,2.8646,0.292,-15.998,0.0236,0.0182,-0.000915,-0.0172,0.0763,0.000915,2.97E-06,-0.0236,-11.2,-10.86116761,-10.64,-10.2997572,0.337107516,0.003135288,15.96,-0.058
2-6_NH2_3-5_CN_4_NO2BAAt,c1(N)c(C#N)c(N(=O)=O)c(C#N)c(N)c1(C#C([At])),At,NH2,CN,NO2,61.5,2.10392466,2.0996,3.102,0.173,1.2172,16.585,0.565,C1,2.1429,0.0433,2.478,-0.624,3.813,1.2197,0.0025,16.354,-0.231,1.026,2.8287,0.3,-16.659,0.0253,0.0196,-0.000749,-0.0188,0.0813,0.000749,1.38E-06,-0.0253,-12.82,-12.40055007,-12.22,-11.79913088,0.418875141,0.001993974,,-0.06626
2-6_NH2_3-5_F_4_NO2BAAt,c1(N)c(F)c(N(=O)=O)c(F)c(N)c1(C#C([At])),At,NH2,F,NO2,56.3,2.108159102,2.0989,3.119,0.713,1.2168,16.626,0.275,C1,2.1394,0.0405,2.539,-0.58,4.126,1.2192,0.0024,16.409,-0.217,0.728,2.8472,0.295,-16.365,0.0244,0.0188,-0.000839,-0.018,0.0787,0.000839,1.27E-06,-0.0244,-11.96,-11.58011905,-11.39,-11.006964,0.38047156,0.002564443,16.89,-0.06188
2-6_NH2_3-5_NO2_4_CNBAAt,c1(N)c(N(=O)=O)c(C#N)c(N(=O)=O)c(N)c1(C#C([At])),At,NH2,NO2,CN,62.3,2.103373112,2.0997,3.1,0.111,1.2174,16.561,0.591,C1,2.1436,0.0439,2.465,-0.635,3.826,1.2199,0.0025,16.33,-0.231,1.052,2.8248,0.301,-16.801,0.0255,0.0197,-0.000727,-0.019,0.0818,0.000727,9.76E-07,-0.0255,-12.97,-12.53892846,-12.38,-11.94582473,0.432228544,0.001946723,18.18,-0.06722
2-6_NH2_3-5_NO2_4_FBAAt,c1(N)c(N(=O)=O)c(F)c(N(=O)=O)c(N)c1(C#C([At])),At,NH2,NO2,F,58.9,2.106806487,2.1001,3.111,1.743,1.2176,16.554,-0.801,C1,2.1421,0.042,2.508,-0.603,5.475,1.2198,0.0022,16.347,-0.207,-0.553,2.8377,0.297,-16.431,0.0249,0.0192,-0.000794,-0.0184,0.08,0.000794,6.95E-07,-0.0249,-12.39,-11.99256849,-11.81,-11.40785985,0.399905529,0.002234624,17.43,-0.06419
2-6_OH_3-5_BH2_4_CNBAAt,c1(O)c(B)c(C#N)c(B)c(O)c1(C#C([At])),At,OH,BH2,CN,61.9,2.101929734,2.0998,3.093,0.386,1.218,16.536,0.286,C1,2.1447,0.0449,2.446,-0.647,4.261,1.2205,0.0025,16.305,-0.231,0.641,2.819,0.304,-16.767,0.0258,0.02,-0.0007,-0.0193,0.0827,0.0007,2.57E-06,-0.0258,-13.16,-12.70239092,-12.54,-12.08699016,0.450723131,0.002286707,18.49,-0.06842
2-6_OH_3-5_BH2_4_FBAAt,c1(O)c(B)c(F)c(B)c(O)c1(C#C([At])),At,OH,BH2,F,58.3,2.10425863,2.1,3.103,1.923,1.2183,16.508,-1.032,C1,2.1427,0.0427,2.492,-0.611,5.723,1.2206,0.0023,16.3,-0.208,-0.81,2.8328,0.299,-16.433,0.0251,0.0194,-0.000774,-0.0186,0.0807,0.000774,2.31E-07,-0.0251,-12.53,-12.10980484,-11.92,-11.50248869,0.414869121,0.002642192,17.68,-0.0651
2-6_OH_3-5_BH2_4_NO2BAAt,c1(O)c(B)c(N(=O)=O)c(B)c(O)c1(C#C([At])),At,OH,BH2,NO2,61.8,2.102658791,2.1,3.093,0.615,1.2179,16.549,0.055,C1,2.1448,0.0448,2.448,-0.645,4.524,1.2204,0.0025,16.32,-0.229,0.322,2.8195,0.303,-16.609,0.0258,0.02,-0.000703,-0.0193,0.0826,0.000703,3.03E-06,-0.0258,-13.14,-12.68634049,-12.53,-12.07537978,0.452325163,0.002295053,18.47,-0.06833
2-6_OH_3-5_CN_4_NO2BAAt,c1(O)c(C#N)c(N(=O)=O)c(C#N)c(O)c1(C#C([At])),At,OH,CN,NO2,69.2,2.092186848,2.0994,3.072,-2.153,1.2175,16.597,2.163,C1,2.1491,0.0497,2.354,-0.718,1.873,1.2203,0.0028,16.323,-0.274,2.574,2.7914,0.321,-16.857,0.0273,0.0212,-0.000524,-0.0206,0.0868,0.000524,7.07E-07,-0.0273,-14.45,-13.90167829,-13.82,-13.2722831,0.545876789,0.001840109,20.21,-0.07539
2-6_OH_3-5_F_4_NO2BAAt,c1(O)c(F)c(N(=O)=O)c(F)c(O)c1(C#C([At])),At,OH,F,NO2,63.6,2.098112707,2.0993,3.091,-0.89,1.2174,16.607,1.267,C1,2.1452,0.0459,2.427,-0.664,2.903,1.2201,0.0027,16.355,-0.252,1.65,2.8126,0.307,-16.496,0.0262,0.0202,-0.00066,-0.0196,0.0836,0.00066,3.36E-06,-0.0262,-13.44,-12.96326294,-12.84,-12.36091482,0.47693232,0.00215286,18.87,-0.0699
2-6_OH_3-5_NH2_4_CNBAAt,c1(O)c(N)c(C#N)c(N)c(O)c1(C#C([At])),At,OH,NH2,CN,57.2,2.106613926,2.0995,3.109,0.999,1.2175,16.593,-0.033,C1,2.1413,0.0418,2.508,-0.601,4.639,1.2199,0.0024,16.368,-0.225,0.367,2.8381,0.297,-16.627,0.0248,0.0192,-0.000801,-0.0184,0.08,0.000801,3.55E-06,-0.0248,-12.3,-11.89655326,-11.71,-11.30722751,0.400118883,0.002653612,17.4,-0.06388
2-6_OH_3-5_NH2_4_FBAAt,c1(O)c(N)c(F)c(N)c(O)c1(C#C([At])),At,OH,NH2,F,52.9,2.110202378,2.0997,3.121,2.829,1.218,16.532,-1.635,C1,2.1392,0.0395,2.56,-0.561,6.379,1.2202,0.0022,16.336,-0.196,-1.388,2.8542,0.294,-16.23,0.0241,0.0186,-0.000875,-0.0177,0.0777,0.000875,9.35E-07,-0.0241,-11.58,-11.21723909,-11.01,-10.64542846,0.361402174,0.003169362,16.49,-0.06018
2-6_OH_3-5_NH2_4_NO2BAAt,c1(O)c(N)c(N(=O)=O)c(N)c(O)c1(C#C([At])),At,OH,NH2,NO2,58.5,2.104775904,2.0994,3.104,0.156,1.2172,16.627,0.676,C1,2.1421,0.0427,2.49,-0.614,3.802,1.2197,0.0025,16.391,-0.236,1.112,2.8328,0.299,-16.655,0.0251,0.0194,-0.000773,-0.0186,0.0807,0.000773,1.40E-06,-0.0251,-12.53,-12.10858872,-11.94,-11.52032554,0.41713694,0.002537523,17.68,-0.0651
2-6_OH_3-5_NO2_4_CNBAAt,c1(O)c(N(=O)=O)c(C#N)c(N(=O)=O)c(O)c1(C#C([At])),At,OH,NO2,CN,69.6,2.091840079,2.0991,3.071,-2.619,1.2176,16.576,2.555,C1,2.1492,0.0501,2.345,-0.726,1.408,1.2206,0.003,16.298,-0.278,3.02,2.7889,0.323,-16.98,0.0274,0.0213,-0.000507,-0.0208,0.0872,0.000507,7.56E-07,-0.0274,-14.56,-13.9992372,-13.93,-13.37397575,0.554003037,0.002021208,20.4,-0.07602
2-6_OH_3-5_NO2_4_FBAAt,c1(O)c(N(=O)=O)c(F)c(N(=O)=O)c(O)c1(C#C([At])),At,OH,NO2,F,66,2.095741527,2.0996,3.082,-0.796,1.2176,16.577,1.011,C1,2.1474,0.0478,2.391,-0.691,3.214,1.2204,0.0028,16.324,-0.253,1.272,2.8021,0.313,-16.549,0.0267,0.0207,-0.000596,-0.0201,0.0852,0.000596,1.85E-07,-0.0267,-13.92,-13.40863153,-13.31,-12.79608039,0.511890875,0.002028738,19.53,-0.07258
2-6_OH_4_NH2_3-5_CNBAAt,c1(O)c(C#N)c(N)c(C#N)c(O)c1(C#C([At])),At,OH,CN,NH2,59.9,2.103021422,2.0997,3.102,2.266,1.2184,16.48,-1.497,C1,2.1435,0.0438,2.472,-0.63,6.085,1.2207,0.0023,16.27,-0.21,-1.155,2.8264,0.301,-16.738,0.0254,0.0197,-0.00074,-0.0189,0.0816,0.00074,2.63E-06,-0.0254,-12.81,-12.37488367,-12.21,-11.77398826,0.433592749,0.002418986,18.04,-0.06663
2-6_OH_4_NH2_3-5_FBAAt,c1(O)c(F)c(N)c(F)c(O)c1(C#C([At])),At,OH,F,NH2,53.9,2.108391142,2.0994,3.12,3.479,1.2187,16.451,-2.355,C1,2.1397,0.0403,2.545,-0.575,6.975,1.2208,0.0021,16.265,-0.186,-1.977,2.8489,0.295,-16.381,0.0243,0.0188,-0.000852,-0.0179,0.0785,0.000852,1.84E-06,-0.0243,-11.8,-11.41908379,-11.23,-10.84573847,0.381186293,0.003075236,16.77,-0.06133
2-6_opp_H_3-5_4-OHBAAt,c1(O)c(O)c(O)c(O)c(O)c1(C#C([At])),At,OH,OH,OH,53,2.110062393,2.0996,3.122,3.232,1.2184,16.491,-2.05,C1,2.1392,0.0396,2.559,-0.563,6.763,1.2205,0.0021,16.299,-0.192,-1.77,2.8535,0.294,-16.258,0.0241,0.0186,-0.000872,-0.0177,0.0778,0.000872,2.35E-06,-0.0241,-11.62,-11.24955144,-11.05,-10.68364678,0.363168613,0.003184611,16.53,-0.06034
2-6_opp_H_3-5_4-SHBAAt,c1(S)c(S)c(S)c(S)c(S)c1(C#C([At])),At,SH,SH,SH,54.1,2.108806919,2.0982,3.098,0.917,1.2169,16.592,0.232,C1,2.1386,0.0404,2.545,-0.553,4.533,1.2193,0.0024,16.368,-0.224,0.632,2.8474,0.295,-16.906,0.0244,0.0188,-0.000845,-0.018,0.0787,0.000845,1.42E-06,-0.0244,-11.87,-11.48755914,-11.28,-10.89649939,0.380553136,0.002947475,50.91,-0.06158
2-6_opp_H_3-5-OHBAAt,c1(O)c(O)c(O)c(O)c(O)c1(C#C([At])),At,OH,OH,H,53.1,2.108529113,2.0993,3.119,1.668,1.2177,16.58,-0.626,C1,2.1394,0.0401,2.548,-0.571,5.229,1.2199,0.0022,16.371,-0.209,-0.375,2.8496,0.295,-16.171,0.0243,0.0187,-0.000859,-0.0179,0.0784,0.000859,1.13E-06,-0.0243,-11.76,-11.38497363,-11.17,-10.79880422,0.367887484,0.003308293,16.73,-0.06111
2-6_opp_H_3-5-SHBAAt,c1(S)c(S)c(S)c(S)c(S)c1(C#C([At])),At,SH,SH,H,54,2.108083032,2.0982,3.124,-0.065,1.2167,16.629,1.084,C1,2.1387,0.0405,2.542,-0.582,3.536,1.2191,0.0024,16.4,-0.229,1.384,2.8459,0.296,-16.604,0.0245,0.0189,-0.00084,-0.018,0.0789,0.00084,3.07E-06,-0.0245,-11.92,-11.54310226,-11.32,-10.94308899,0.37384506,0.003065949,16.95,-0.06202
2-6_SH_3-5_BH2_4_CNBAAt,c1(S)c(B)c(C#N)c(B)c(S)c1(C#C([At])),At,SH,BH2,CN,59.6,2.104137937,2.0984,3.109,-0.951,1.2168,16.599,1.755,C1,2.1415,0.0431,2.485,-0.624,2.791,1.2194,0.0026,16.353,-0.246,2.113,2.8291,0.3,-16.841,0.0253,0.0196,-0.000754,-0.0188,0.0812,0.000754,9.84E-07,-0.0253,-12.72,-12.30015482,-12.11,-11.68994382,0.417494621,0.002561557,17.94,-0.0661
2-6_SH_3-5_BH2_4_FBAAt,c1(S)c(B)c(F)c(B)c(S)c1(C#C([At])),At,SH,BH2,F,55.9,2.107291981,2.0988,3.118,0.585,1.2168,16.604,0.441,C1,2.1399,0.0411,2.528,-0.59,4.288,1.2192,0.0024,16.381,-0.223,0.655,2.8423,0.296,-16.516,0.0246,0.019,-0.000819,-0.0182,0.0794,0.000819,2.85E-06,-0.0246,-12.12,-11.7337522,-11.52,-11.13245892,0.384751175,0.002789907,17.18,-0.063
2-6_SH_3-5_BH2_4_NO2BAAt,c1(S)c(B)c(N(=O)=O)c(B)c(S)c1(C#C([At])),At,SH,BH2,NO2,59.7,2.103446415,2.0967,3.11,-4.166,1.2173,16.54,4.529,C1,2.1401,0.0434,2.472,-0.638,-1.054,1.2202,0.0029,16.253,-0.287,5.533,2.8244,0.301,-17.234,0.0255,0.0198,-0.00073,-0.019,0.0819,0.00073,4.63E-07,-0.0255,-12.9,-12.45861352,-12.29,-11.85042207,0.437223519,0.002354416,18.17,-0.06709
2-6_SH_3-5_CN_4_NO2BAAt,c1(S)c(C#N)c(N(=O)=O)c(C#N)c(S)c1(C#C([At])),At,SH,CN,NO2,66.6,2.095574494,2.0982,3.09,-3.115,1.2166,16.627,3.316,C1,2.1456,0.0474,2.398,-0.692,0.728,1.2196,0.003,16.344,-0.283,3.763,2.8029,0.312,-16.917,0.0267,0.0207,-0.000602,-0.0201,0.0851,0.000602,2.06E-06,-0.0267,-13.94,-13.43299145,-13.31,-12.80739639,0.500777681,0.001825927,1056.78,-0.07246
2-6_SH_3-5_F_4_NO2BAAt,c1(S)c(F)c(N(=O)=O)c(F)c(S)c1(C#C([At])),At,SH,F,NO2,61.6,2.100106425,2.0979,3.106,-2.22,1.2164,16.662,2.669,C1,2.1423,0.0444,2.46,-0.646,1.407,1.2192,0.0028,16.396,-0.266,3.11,2.8208,0.303,-16.569,0.0257,0.0199,-0.000707,-0.0192,0.0824,0.000707,2.62E-06,-0.0257,-13.08,-12.62846779,-12.47,-12.02062495,0.447138169,0.002236883,18.38,-0.06794
2-6_SH_3-5_NH2_4_CNBAAt,c1(S)c(N)c(C#N)c(N)c(S)c1(C#C([At])),At,SH,NH2,CN,48.3,2.116931446,2.0945,3.151,-2.221,1.2135,16.927,3.467,C1,2.1311,0.0366,2.628,-0.523,0.814,1.216,0.0025,16.673,-0.254,4.049,2.8737,0.289,-16.416,0.0231,0.0178,-0.000961,-0.0169,0.0751,0.000961,6.89E-07,-0.0231,-10.79,-10.47184314,-10.21,-9.893116048,0.313208817,0.003675135,2361.41,-0.05558
2-6_SH_3-5_NH2_4_FBAAt,c1(S)c(N)c(F)c(N)c(S)c1(C#C([At])),At,SH,NH2,F,49.4,2.115092959,2.0976,3.137,0.593,1.2157,16.716,0.632,C1,2.136,0.0384,2.59,-0.547,4.182,1.2184,0.0027,16.453,-0.263,0.69,2.8637,0.291,-16.246,0.0236,0.0182,-0.000916,-0.0173,0.0764,0.000916,4.67E-07,-0.0236,-11.17,-10.79976078,-10.6,-10.22528835,0.371272271,0.00343938,16.01,-0.05808
2-6_SH_3-5_NH2_4_NO2BAAt,c1(S)c(N)c(N(=O)=O)c(N)c(S)c1(C#C([At])),At,SH,NH2,NO2,49.8,2.115391102,2.0944,3.148,-2.932,1.2134,16.924,4.075,C1,2.1317,0.0373,2.613,-0.535,0.1,1.2161,0.0027,16.662,-0.262,4.695,2.8687,0.291,-16.461,0.0234,0.018,-0.000938,-0.0171,0.0758,0.000938,1.53E-06,-0.0234,-11.01,-10.67488012,-10.43,-10.09779816,0.328840078,0.003361757,,-0.05637
2-6_SH_3-5_NO2_4_CNBAAt,c1(S)c(N(=O)=O)c(C#N)c(N(=O)=O)c(S)c1(C#C([At])),At,SH,NO2,CN,66.2,2.097251836,2.0973,3.09,-3.853,1.2166,16.612,3.972,C1,2.1449,0.0476,2.396,-0.694,0.052,1.2196,0.003,16.328,-0.284,4.432,2.8024,0.313,-17.031,0.0267,0.0207,-0.000596,-0.0201,0.0851,0.000596,1.88E-06,-0.0267,-13.95,-13.43784837,-13.32,-12.80730591,0.510836659,0.001857428,19.53,-0.07259
2-6_SH_3-5_NO2_4_FBAAt,c1(S)c(N(=O)=O)c(F)c(N(=O)=O)c(S)c1(C#C([At])),At,SH,NO2,F,62.9,2.099411743,2.0981,3.101,-1.908,1.2164,16.647,2.342,C1,2.1436,0.0455,2.44,-0.661,1.954,1.2192,0.0028,16.383,-0.264,2.612,2.8153,0.305,-16.629,0.026,0.0201,-0.000675,-0.0195,0.0832,0.000675,2.83E-06,-0.026,-13.34,-12.86916161,-12.72,-12.24950361,0.468398191,0.002098204,18.73,-0.06936
2-6_SH_4_NH2_3-5_CNBAAt,c1(S)c(C#N)c(N)c(C#N)c(S)c1(C#C([At])),At,SH,CN,NH2,57.7,2.105907547,2.0989,3.116,0.957,1.2171,16.572,-0.051,C1,2.1411,0.0422,2.507,-0.609,4.672,1.2195,0.0024,16.348,-0.224,0.29,2.8358,0.298,-16.804,0.025,0.0193,-0.000791,-0.0185,0.0803,0.000791,4.33E-07,-0.025,-12.42,-12.01548514,-11.82,-11.41460527,0.402892475,0.002502257,,-0.06406
