Donor,molecule,interacting halogen,ortho,meta,para,V$_{S}$$_{max}$,V$_{max}$(r),R$^{donor}_{C-X}$,k$^{a}$$^{donor}$$_{C-X}$,$\mu^{donor}_{C-X}$,R$^{donor}_{C\equiv C}$,k$^{a}$$^{donor}$$_{C\equiv C}$,$\mu^{donor}_{C\equiv C}$,Complex Symmetry,R$^{complex}_{C-X}$,$\Delta$R$_{C-X}$,k$^{a}$$^{complex}$$_{C-X}$,$\Delta$k$^{a}_{C-X}$,$\mu^{complex}_{C-X}$,R$^{complex}_{C\equiv C}$,$\Delta$R$_{C\equiv C}$,k$^{a}$$^{complex}$$_{C\equiv C}$,$\Delta$k$^{a}_{C\equiv C}$,$\mu^{complex}_{C\equiv C}$,R$_{X\cdots N}$,k$^{a}_{X\cdots N}$,$\mu_{X\cdots N}$,$\rho^{BCP}$,G(r)$^{BCP}$,K(r)$^{BCP}$,V(r)$^{BCP}$,$\nabla^{2} \rho^{BCP}$,H(r)$^{BCP}$,RDG,sign$\lambda_{2}* \rho$,E$_{int}$,E$_{bind}$,E$^{CP}_{int}$,E$^{CP}_{bind}$,E$^{donor}_{def}$,E$^{NH_3}_{def}$,E(2),$\Delta \rho$
2-6_OH_3-5_F_4_NO2BACl,c1(O)c(F)c(N(=O)=O)c(F)c(O)c1(C#C(Cl)),Cl,OH,F,NO2,35.7,1.906700474,1.645,5.538,-7.461,1.2132,17.031,3.377,C1,1.649,0.004,5.277,-0.261,-6.809,1.2144,0.0012,16.918,-0.113,4.269,2.9316,0.144,-6.768,0.0143,0.0106,-0.00175,-0.00882,0.0493,0.00175,2.85E-06,-0.0143,-4.62,-4.600983489,-4.27,-4.25243193,0.017551441,1.66E-05,3.42,-0.01306
2-6_OH_3-5_NH2_4_CNBACl,c1(O)c(N)c(C#N)c(N)c(O)c1(C#C(Cl)),Cl,OH,NH2,CN,29.6,1.910935101,1.6479,5.491,-6.611,1.2133,17.01,2.348,C1,1.6516,0.0037,5.261,-0.23,-6.047,1.2144,0.0011,16.913,-0.097,3.23,2.9553,0.131,-6.648,0.0136,0.0101,-0.00169,-0.00838,0.047,0.00169,1.17E-06,-0.0136,-3.97,-3.95373254,-3.63,-3.615795946,0.014564496,-0.000360441,3.14,-0.01163
2-6_OH_3-5_NH2_4_FBACl,c1(O)c(N)c(F)c(N)c(O)c1(C#C(Cl)),Cl,OH,NH2,F,25.4,1.914325529,1.6499,5.462,-5.245,1.2139,16.948,0.876,C1,1.6535,0.0036,5.248,-0.214,-4.661,1.2148,0.0009,16.867,-0.081,1.609,2.9708,0.125,-6.645,0.0132,0.00975,-0.00165,-0.0081,0.0456,0.00165,1.35E-06,-0.0132,-3.56,-3.545788615,-3.23,-3.216236458,0.014144064,-0.000380522,2.96,-0.01075
2-6_OH_3-5_NH2_4_NO2BACl,c1(O)c(N)c(N(=O)=O)c(N)c(O)c1(C#C(Cl)),Cl,OH,NH2,NO2,30.8,1.910116067,1.6472,5.502,-7.084,1.213,17.044,2.964,C1,1.651,0.0038,5.266,-0.236,-6.527,1.2141,0.0011,16.941,-0.103,3.878,2.9504,0.133,-6.654,0.0138,0.0102,-0.0017,-0.00847,0.0475,0.0017,9.57E-07,-0.0138,-4.1,-4.082861445,-3.76,-3.744620683,0.015687738,-0.000308421,,-0.01181
2-6_OH_3-5_NO2_4_CNBACl,c1(O)c(N(=O)=O)c(C#N)c(N(=O)=O)c(O)c1(C#C(Cl)),Cl,OH,NO2,CN,41.4,1.90221231,1.6424,5.578,-8.709,1.2134,17.007,4.535,C1,1.6467,0.0043,5.289,-0.289,-8.002,1.2147,0.0013,16.879,-0.128,5.54,2.9111,0.156,-6.885,0.0149,0.011,-0.00181,-0.00923,0.0514,0.00181,1.81E-06,-0.0149,-5.23,-5.213288434,-4.87,-4.851285659,0.018034623,0.000679718,3.69,-0.01449
2-6_OH_3-5_NO2_4_FBACl,c1(O)c(N(=O)=O)c(F)c(N(=O)=O)c(O)c1(C#C(Cl)),Cl,OH,NO2,F,38,1.905163968,1.6442,5.552,-7.38,1.2134,17.002,3.143,C1,1.6485,0.0043,5.277,-0.275,-6.621,1.2146,0.0012,16.89,-0.112,3.965,2.9227,0.149,-6.903,0.0145,0.0108,-0.00178,-0.009,0.0502,0.00178,6.40E-07,-0.0145,-4.88,-4.858776942,-4.52,-4.501425154,0.018317002,0.000257844,3.54,-0.01368
2-6_OH_4_NH2_3-5_CNBACl,c1(O)c(C#N)c(N)c(C#N)c(O)c1(C#C(Cl)),Cl,OH,CN,NH2,32.1,1.909607191,1.6472,5.505,-5.933,1.2142,16.9,1.04,C1,1.6511,0.0039,5.261,-0.244,-5.274,1.2152,0.001,16.814,-0.086,1.881,2.9452,0.136,-6.813,0.0139,0.0103,-0.00172,-0.00856,0.048,0.00172,4.55E-07,-0.0139,-4.24,-4.22749611,-3.9,-3.884737337,0.01549321,-0.000230547,3.26,-0.01225
2-6_OH_4_NH2_3-5_FBACl,c1(O)c(F)c(N)c(F)c(O)c1(C#C(Cl)),Cl,OH,F,NH2,26.2,1.91359297,1.6493,5.471,-5.02,1.2145,16.868,0.242,C1,1.6529,0.0036,5.252,-0.219,-4.466,1.2154,0.0009,16.794,-0.074,1.063,2.9657,0.127,-6.657,0.0133,0.00985,-0.00166,-0.00819,0.046,0.00166,2.76E-06,-0.0133,-3.67,-3.65612361,-3.34,-3.323314899,0.017074533,-0.000389432,3.02,-0.011
2-6_opp_H_3-5_4-OHBACl,c1(O)c(O)c(O)c(O)c(O)c1(C#C(Cl)),Cl,OH,OH,OH,25.5,1.913990627,1.6498,5.464,-5.052,1.2142,16.907,0.509,Cs,1.6534,0.0036,5.249,-0.215,-4.476,1.2151,0.0009,16.83,-0.077,1.261,2.97,0.125,-6.643,0.0132,0.00976,-0.00165,-0.00811,0.0456,0.00165,1.24E-06,-0.0132,-3.58,-3.565147283,-3.25,-3.236348468,0.014049938,-0.000398406,2.97,-0.01078
2-6_opp_H_3-5_4-SHBACl,c1(S)c(S)c(S)c(S)c(S)c1(C#C(Cl)),Cl,SH,SH,SH,26.3,1.912779058,1.6485,5.48,-6.612,1.2127,17.011,2.644,C1,1.6521,0.0036,5.263,-0.217,-6.052,1.2137,0.001,16.92,-0.091,3.506,2.9633,0.128,-6.894,0.0134,0.00991,-0.00167,-0.00824,0.0463,0.00167,3.33E-06,-0.0134,-3.71,-3.698882107,-3.36,-3.349166299,0.011301446,-0.000467746,,-0.01071
2-6_opp_H_3-5-OHBACl,c1(O)c(O)c(O)c(O)c(O)c1(C#C(Cl)),Cl,OH,OH,H,25.5,1.913349004,1.6489,5.477,-5.861,1.2135,16.995,1.751,C1,1.6525,0.0036,5.258,-0.219,-5.277,1.2145,0.001,16.906,-0.089,2.5,2.9652,0.127,-6.619,0.0133,0.00986,-0.00166,-0.0082,0.0461,0.00166,2.07E-06,-0.0133,-3.66,-3.644533509,-3.32,-3.307113465,0.013278101,-0.000391566,3.02,-0.01101
2-6_opp_H_3-5-SHBACl,c1(S)c(S)c(S)c(S)c(S)c1(C#C(Cl)),Cl,SH,SH,H,26.2,1.912893725,1.6483,5.484,-6.901,1.2125,17.053,3.314,C1,1.6518,0.0035,5.265,-0.219,-6.322,1.2135,0.001,16.953,-0.1,4.116,2.9611,0.129,-6.868,0.0135,0.00995,-0.00167,-0.00828,0.0465,0.00167,8.45E-07,-0.0135,-3.75,-3.740485987,-3.4,-3.390188575,0.010165654,-0.000354229,3.05,-0.01123
2-6_SH_3-5_BH2_4_CNBACl,c1(S)c(B)c(C#N)c(B)c(S)c1(C#C(Cl)),Cl,SH,BH2,CN,31.7,1.90955627,1.6467,5.509,-7.536,1.2125,17.027,3.912,C1,1.6504,0.0037,5.253,-0.256,-6.931,1.2137,0.0012,16.925,-0.102,4.769,2.95,0.126,-6.894,0.0138,0.0102,-0.0017,-0.00848,0.0475,0.0017,3.71E-06,-0.0138,-4.2,-4.192037619,-3.85,-3.838965936,0.010548435,0.00048563,3.2,-0.01206
2-6_SH_3-5_BH2_4_FBACl,c1(S)c(B)c(F)c(B)c(S)c1(C#C(Cl)),Cl,SH,BH2,F,28.2,1.912017784,1.6484,5.484,-6.425,1.2126,17.029,2.72,C1,1.6521,0.0037,5.259,-0.225,-5.774,1.2136,0.001,16.934,-0.095,3.452,2.9584,0.13,-6.96,0.0135,0.01,-0.00168,-0.00833,0.0468,0.00168,4.53E-06,-0.0135,-3.86,-3.851486143,-3.52,-3.507625387,0.012750993,-0.00037638,3.09,-0.01145
2-6_SH_3-5_BH2_4_NO2BACl,c1(S)c(B)c(N(=O)=O)c(B)c(S)c1(C#C(Cl)),Cl,SH,BH2,NO2,31.7,1.909275537,1.6449,5.528,-9.654,1.213,16.977,6.324,C1,1.6483,0.0034,5.29,-0.238,-9.4,1.2143,0.0013,16.845,-0.132,7.642,2.9411,0.139,-6.653,0.014,0.0104,-0.00173,-0.00865,0.0484,0.00173,6.51E-07,-0.014,-4.31,-4.293158704,-3.95,-3.93486855,0.015380258,-0.000248808,3.27,-0.0124
2-6_SH_3-5_CN_4_NO2BACl,c1(S)c(C#N)c(N(=O)=O)c(C#N)c(S)c1(C#C(Cl)),Cl,SH,CN,NO2,38.3,1.905089367,1.6438,5.552,-8.701,1.2123,17.063,5.19,C1,1.6479,0.0041,5.284,-0.268,-8.042,1.2137,0.0014,16.935,-0.128,6.15,2.9227,0.15,-7.051,0.0146,0.0108,-0.00178,-0.00901,0.0502,0.00178,6.62E-07,-0.0146,-4.89,-4.873912471,-4.52,-4.504082782,0.015574786,0.000342432,3.53,-0.01368
2-6_SH_3-5_F_4_NO2BACl,c1(S)c(F)c(N(=O)=O)c(F)c(S)c1(C#C(Cl)),Cl,SH,F,NO2,33.6,1.908237317,1.6452,5.531,-8.06,1.2122,17.093,4.606,C1,1.649,0.0038,5.283,-0.248,-7.479,1.2134,0.0012,16.974,-0.119,5.531,2.9383,0.14,-6.863,0.0141,0.0104,-0.00173,-0.0087,0.0487,0.00173,3.91E-07,-0.0141,-4.42,-4.402740688,-4.06,-4.045333032,0.014721373,-5.44E-05,3.32,-0.0126
2-6_SH_3-5_NH2_4_CNBACl,c1(S)c(N)c(C#N)c(N)c(S)c1(C#C(Cl)),Cl,SH,NH2,CN,21.4,1.916576901,1.6466,5.504,-8.257,1.2093,17.359,5.448,C1,1.6496,0.003,5.313,-0.191,-7.983,1.2105,0.0012,17.24,-0.119,6.455,2.9872,0.118,-6.396,0.0128,0.00942,-0.0016,-0.00782,0.0441,0.0016,3.44E-06,-0.0128,-3.14,-3.126154187,-2.81,-2.799134422,0.011113193,-0.000247615,,-0.00903
2-6_SH_3-5_NH2_4_FBACl,c1(S)c(N)c(F)c(N)c(S)c1(C#C(Cl)),Cl,SH,NH2,F,21.4,1.916876002,1.6493,5.466,-6.443,1.211,17.112,3.076,C1,1.6527,0.0034,5.267,-0.199,-5.837,1.2125,0.0015,17.053,-0.059,3.636,2.9825,0.12,-6.672,0.0129,0.00951,-0.00161,-0.0079,0.0445,0.00161,4.22E-07,-0.0129,-3.26,-3.222476895,-2.94,-2.902128923,0.038227879,-0.000356802,2.79,-0.01003
2-6_SH_3-5_NH2_4_NO2BACl,c1(S)c(N)c(N(=O)=O)c(N)c(S)c1(C#C(Cl)),Cl,SH,NH2,NO2,22.5,1.915975372,1.646,5.513,-8.661,1.2091,17.367,5.997,C1,1.6491,0.0031,5.318,-0.195,-8.38,1.2105,0.0014,17.234,-0.133,7.006,2.9824,0.121,-6.406,0.0129,0.00952,-0.00161,-0.0079,0.0445,0.00161,3.24E-06,-0.0129,-3.27,-3.244966835,-2.94,-2.910520419,0.029794151,-0.000314571,,-0.00951
2-6_SH_3-5_NO2_4_CNBACl,c1(S)c(N(=O)=O)c(C#N)c(N(=O)=O)c(S)c1(C#C(Cl)),Cl,SH,NO2,CN,38,1.90484244,1.6429,5.567,-9.265,1.2121,17.07,5.851,C1,1.6469,0.004,5.297,-0.27,-8.642,1.2136,0.0015,16.929,-0.141,6.852,2.923,0.149,-6.982,0.0145,0.0108,-0.00178,-0.009,0.0502,0.00178,4.27E-06,-0.0145,-4.88,-4.857998831,-4.52,-4.500105753,0.019628497,0.00026575,3.5,-0.01361
2-6_SH_3-5_NO2_4_FBACl,c1(S)c(N(=O)=O)c(F)c(N(=O)=O)c(S)c1(C#C(Cl)),Cl,SH,NO2,F,34.7,1.907155514,1.6449,5.538,-7.866,1.212,17.079,4.371,C1,1.6489,0.004,5.283,-0.255,-7.153,1.2134,0.0014,16.964,-0.115,5.16,2.9341,0.142,-7.027,0.0142,0.0105,-0.00175,-0.00878,0.0491,0.00175,3.47E-07,-0.0142,-4.55,-4.527326424,-4.19,-4.168342451,0.021680453,-2.29E-05,3.37,-0.01291
2-6_SH_4_NH2_3-5_CNBACl,c1(S)c(C#N)c(N)c(C#N)c(S)c1(C#C(Cl)),Cl,SH,CN,NH2,29.8,1.910905965,1.648,5.491,-6.492,1.2128,16.999,2.334,C1,1.6517,0.0037,5.259,-0.232,-5.866,1.2139,0.0011,16.906,-0.093,3.163,2.953,0.132,-6.966,0.0137,0.0101,-0.0017,-0.00843,0.0473,0.0017,6.94E-07,-0.0137,-4.02,-4.008325867,-3.68,-3.667228613,0.013096123,-0.000324736,3.16,-0.01178
2-6_SH_4_NH2_3-5_FBACl,c1(S)c(F)c(N)c(F)c(S)c1(C#C(Cl)),Cl,SH,F,NH2,24.5,1.914641201,1.6494,5.468,-5.855,1.2129,17.001,1.783,C1,1.6528,0.0034,5.258,-0.21,-5.33,1.2139,0.001,16.917,-0.084,2.608,2.9705,0.125,-6.773,0.0132,0.00976,-0.00165,-0.00811,0.0456,0.00165,9.73E-07,-0.0132,-3.53,-3.520788636,-3.19,-3.177629027,0.012769818,-0.000398845,2.95,-0.01072
2-6-BH2BACl,c1(B)cccc(B)c1(C#C(Cl)),Cl,BH2,H,H,19.4,1.918772895,1.6482,5.48,-7.331,1.21,17.287,4.756,C1,1.6512,0.003,5.294,-0.186,-7.033,1.2112,0.0012,17.175,-0.112,5.696,2.9924,0.116,-6.341,0.0127,0.00932,-0.00159,-0.00773,0.0436,0.00159,2.20E-06,-0.0127,-3.01,-2.999692824,-2.68,-2.671255969,0.008829686,-8.57E-05,2.67,-0.00949
2-6-CF3BACl,c1(C(F)(F)F)cccc(C(F)(F)F)c1(C#C(Cl)),Cl,CF3,H,H,22.6,1.912900903,1.6435,5.563,-8.454,1.2082,17.45,5.641,C1,1.6467,0.0032,5.353,-0.21,-8.093,1.2095,0.0013,17.323,-0.127,6.594,2.9689,0.126,-6.344,0.0132,0.00979,-0.00166,-0.00813,0.0458,0.00166,1.93E-06,-0.0132,-3.48,-3.472551981,-3.13,-3.118970579,0.011282621,-0.0002532,2.9,-0.01057
2-6-CH3BACl,c1(C)cccc(C)c1(C#C(Cl)),Cl,CH3,H,H,18.6,1.919964348,1.6515,5.434,-5.659,1.2114,17.185,2.313,C1,1.6546,0.0031,5.253,-0.181,-5.229,1.2123,0.0009,17.097,-0.088,3.057,3.0023,0.111,-6.427,0.0124,0.00913,-0.00156,-0.00757,0.0428,0.00156,2.57E-06,-0.0124,-2.83,-2.818503849,-2.5,-2.492893706,0.007149216,-4.29E-05,2.6,-0.00909
2-6-CHOBACl,c1(C(=O))cccc(C(=O))c1(C#C(Cl)),Cl,CHO,H,H,27.5,1.912218131,1.6464,5.515,-7.404,1.2106,17.231,4.393,C1,1.65,0.0036,5.291,-0.224,-6.887,1.2117,0.0011,17.119,-0.112,5.263,2.9591,0.13,-6.607,0.0135,0.00999,-0.00168,-0.00831,0.0467,0.00168,7.24E-07,-0.0135,-3.85,-3.843499201,-3.51,-3.50082487,0.009583325,-0.000408195,3.04,-0.01129
2-6-ClBACl,c1(Cl)cccc(Cl)c1(C#C(Cl)),Cl,Cl,H,H,20.8,1.91601,1.6463,5.517,-7.502,1.209,17.388,4.428,C1,1.6495,0.0032,5.319,-0.198,-7.127,1.2101,0.0011,17.277,-0.111,5.295,2.983,0.12,-6.357,0.0129,0.0095,-0.00162,-0.00788,0.0445,0.00162,2.31E-06,-0.0129,-3.19,-3.18,-2.86,-2.851934997,0.008232925,-0.000167922,2.78,-0.00989
2-6-CNBACl,c1(C#N)cccc(C#N)c1(C#C(Cl)),Cl,CN,H,H,24.8,1.91027959,1.6413,5.594,-9.209,1.2093,17.347,6.387,C1,1.6446,0.0033,5.367,-0.227,-8.856,1.2107,0.0014,17.208,-0.139,7.405,2.9517,0.133,-6.359,0.0137,0.0101,-0.00171,-0.00843,0.0474,0.00171,5.52E-07,-0.0137,-3.84,-3.829217713,-3.49,-3.479121621,0.011198535,-0.000320155,3.1,-0.0115
2-6-COOHBACl,c1(C(=O)O)cccc(C(=O)O)c1(C#C(Cl)),Cl,COOH,H,H,22.1,1.91803716,1.6462,5.51,-7.639,1.2078,17.43,5.022,C1,1.6492,0.003,5.321,-0.189,-7.323,1.209,0.0012,17.315,-0.115,5.922,2.9923,0.116,-6.336,0.0127,0.00933,-0.00159,-0.00773,0.0437,0.00159,2.07E-06,-0.0127,-3.14,-3.128764626,-2.81,-2.798703386,0.0115901,-0.000293486,2.69,-0.00955
2-6-FBACl,c1(F)cccc(F)c1(C#C(Cl)),Cl,F,H,H,20.4,1.916523817,1.6471,5.509,-7.071,1.2089,17.422,3.7,C1,1.6503,0.0032,5.31,-0.199,-6.671,1.21,0.0011,17.315,-0.107,4.546,2.9845,0.12,-6.261,0.0128,0.00947,-0.00161,-0.00786,0.0443,0.00161,1.19E-06,-0.0128,-3.15,-3.139442955,-2.82,-2.811681295,0.008451298,-0.000132593,2.79,-0.00986
2-6-NH2BACl,c1(N)cccc(N)c1(C#C(Cl)),Cl,NH2,H,H,19.4,1.919431591,1.6529,5.414,-4.505,1.2135,16.938,0.452,C1,1.6561,0.0032,5.228,-0.186,-4.012,1.2143,0.0008,16.875,-0.063,1.131,2.9996,0.112,-6.521,0.0125,0.00918,-0.00157,-0.00761,0.043,0.00157,3.31E-07,-0.0125,-2.89,-2.879496517,-2.58,-2.568610703,0.01153739,-0.000148092,2.66,-0.00928
2-6-NO2BACl,c1(N(=O)=O)cccc(N(=O)=O)c1(C#C(Cl)),Cl,NO2,H,H,24.3,1.911155726,1.6405,5.606,-9.782,1.2079,17.418,7.16,C1,1.6437,0.0032,5.386,-0.22,-9.467,1.2094,0.0015,17.274,-0.144,8.201,2.9573,0.131,-6.335,0.0136,0.01,-0.00169,-0.00833,0.0468,0.00169,1.34E-06,-0.0136,-3.74,-3.719985252,-3.39,-3.37431038,0.016045418,-0.000355798,3.04,-0.01114
2-6-OHBACl,c1(O)cccc(O)c1(C#C(Cl)),Cl,OH,H,H,26.1,1.913461997,1.6493,5.472,-5.482,1.214,16.94,1.305,C1,1.6529,0.0036,5.253,-0.219,-4.877,1.215,0.001,16.855,-0.085,2.017,2.9667,0.127,-6.623,0.0133,0.00983,-0.00166,-0.00817,0.046,0.00166,1.56E-06,-0.0133,-3.65,-3.638424077,-3.32,-3.307981938,0.012413393,-0.000395331,3.01,-0.01095
2-6-OOCMeBACl,c1(OC(=O)C)cccc(OC(=O)C)c1(C#C(Cl)),Cl,OOCMe,H,H,21.5,1.917219833,1.649,5.475,-6.05,1.2094,17.319,2.978,C1,1.6523,0.0033,5.281,-0.194,-5.565,1.2105,0.0011,17.215,-0.104,3.695,2.9888,0.118,-6.611,0.0127,0.0094,-0.0016,-0.0078,0.044,0.0016,2.23E-06,-0.0127,-3.16,-3.139645641,-2.84,-2.816237157,0.024008513,-0.00024567,2.73,-0.00983
2-6-SHBACl,c1(S)cccc(S)c1(C#C(Cl)),Cl,SH,H,H,24.6,1.914621599,1.6492,5.472,-6.231,1.2124,17.054,2.712,C1,1.6527,0.0035,5.26,-0.212,-5.662,1.2134,0.001,16.961,-0.093,3.44,2.9706,0.125,-6.759,0.0132,0.00976,-0.00165,-0.00811,0.0456,0.00165,1.99E-06,-0.0132,-3.53,-3.522432711,-3.2,-3.190006911,0.010215855,-0.000222766,2.95,-0.01073
3-4-5-BH2BACl,c1c(B)c(B)c(B)cc1(C#C(Cl)),Cl,H,BH2,BH2,21.1,1.91695664,1.6498,5.464,-6.348,1.2101,17.321,2.806,C1,1.6531,0.0033,5.271,-0.193,-5.934,1.2111,0.001,17.224,-0.097,3.679,2.9909,0.117,-6.33,0.0127,0.00935,-0.00159,-0.00775,0.0438,0.00159,6.00E-07,-0.0127,-3.09,-3.080571269,-2.76,-2.751853421,0.008359054,-0.000212475,2.74,-0.00969
3-4-5-ClBACl,c1c(Cl)c(Cl)c(Cl)cc1(C#C(Cl)),Cl,H,Cl,Cl,24.4,1.91448,1.6478,5.497,-7.384,1.2098,17.349,3.987,C1,1.6511,0.0033,5.29,-0.207,-6.985,1.211,0.0012,17.239,-0.11,4.953,2.9761,0.123,-6.321,0.0131,0.00964,-0.00163,-0.008,0.0451,0.00163,1.71E-06,-0.0131,-3.44,-3.43,-3.11,-3.101576375,0.008797683,-0.000374058,2.89,-0.01041
3-4-5-CNBACl,c1c(C#N)c(C#N)c(C#N)cc1(C#C(Cl)),Cl,H,CN,CN,33.4,1.908050107,1.6434,5.563,-9.735,1.2098,17.329,6.589,C1,1.6471,0.0037,5.32,-0.243,-9.383,1.2112,0.0014,17.19,-0.139,7.798,2.9435,0.137,-6.348,0.014,0.0103,-0.00172,-0.00859,0.0482,0.00172,1.32E-06,-0.014,-4.32,-4.313985744,-3.98,-3.969353109,0.010849639,-0.000202748,3.25,-0.01227
3-4-5-FBACl,c1c(F)c(F)c(F)cc1(C#C(Cl)),Cl,H,F,F,24.1,1.915779673,1.6482,5.492,-6.741,1.2097,17.359,3.491,C1,1.6517,0.0035,5.286,-0.206,-6.282,1.2108,0.0011,17.252,-0.107,4.326,2.9788,0.122,-6.352,0.013,0.00958,-0.00163,-0.00796,0.0448,0.00163,1.40E-06,-0.013,-3.38,-3.372665018,-3.06,-3.050835349,0.009531869,-0.000367219,2.86,-0.01027
3-4-5-NH2BACl,c1c(N)c(N)c(N)cc1(C#C(Cl)),Cl,H,NH2,NH2,15,1.922188767,1.6529,5.415,-4.782,1.2108,17.24,0.903,C1,1.656,0.0031,5.245,-0.17,-4.429,1.2116,0.0008,17.162,-0.078,1.731,3.0178,0.102,-6.283,0.012,0.00884,-0.00152,-0.00732,0.0414,0.00152,2.65E-06,-0.012,-2.48,-2.468873753,-2.17,-2.161098527,0.008498361,0.000403112,2.49,-0.00845
3-4-5-OHBACl,c1c(O)c(O)c(O)cc1(C#C(Cl)),Cl,H,OH,OH,19.1,1.919559279,1.6514,5.441,-5.333,1.2104,17.279,1.647,C1,1.6546,0.0032,5.258,-0.183,-4.928,1.2113,0.0009,17.192,-0.087,2.459,3.003,0.11,-6.326,0.0124,0.00911,-0.00156,-0.00755,0.0427,0.00156,1.75E-06,-0.0124,-2.83,-2.818636253,-2.52,-2.511032575,0.008943893,2.35E-05,2.62,-0.00912
3-4-5-SHBACl,c1c(S)c(S)c(S)cc1(C#C(Cl)),Cl,H,SH,SH,22,1.916773512,1.6494,5.47,-6.793,1.2101,17.32,3.258,C1,1.6527,0.0033,5.275,-0.195,-6.427,1.2111,0.001,17.219,-0.101,4.222,2.988,0.118,-6.315,0.0128,0.0094,-0.0016,-0.0078,0.044,0.0016,2.48E-06,-0.0128,-3.16,-3.154216411,-2.83,-2.821717816,0.008458828,-0.000176644,2.76,-0.00982
3-5-BH2BACl,c1c(B)cc(B)cc1(C#C(Cl)),Cl,H,BH2,H,21.3,1.917261848,1.6496,5.468,-6.445,1.2101,17.33,3.097,C1,1.6529,0.0033,5.274,-0.194,-6.021,1.2111,0.001,17.229,-0.101,3.941,2.9894,0.117,-6.328,0.0127,0.00938,-0.0016,-0.00778,0.0439,0.0016,3.60E-07,-0.0127,-3.12,-3.114512003,-2.79,-2.781834533,0.008416157,-0.00025069,2.75,-0.00975
3-5-CF3BACl,c1c(C(F)(F)F)cc(C(F)(F)F)cc1(C#C(Cl)),Cl,H,CF3,H,25.9,1.913440778,1.6469,5.511,-7.524,1.2097,17.362,4.393,C1,1.6504,0.0035,5.297,-0.214,-7.084,1.2108,0.0011,17.246,-0.116,5.301,2.9698,0.126,-6.354,0.0132,0.00977,-0.00165,-0.00812,0.0457,0.00165,6.68E-07,-0.0132,-3.6,-3.590442191,-3.26,-3.250202569,0.01022213,-0.000424698,2.95,-0.01075
3-5-CH3BACl,c1c(C)cc(C)cc1(C#C(Cl)),Cl,H,CH3,H,17.5,1.920378677,1.6514,5.439,-5.779,1.2103,17.298,2.441,C1,1.6545,0.0031,5.259,-0.18,-5.385,1.2113,0.001,17.206,-0.092,3.24,3.0056,0.109,-6.282,0.0123,0.00906,-0.00156,-0.00751,0.0425,0.00156,8.54E-07,-0.0123,-2.74,-2.728273003,-2.42,-2.412928407,0.006957825,0.000113767,2.59,-0.00897
3-5-CHOBACl,c1c(C(=O))cc(C(=O))cc1(C#C(Cl)),Cl,H,CHO,H,23.2,1.915045839,1.6476,5.499,-7.339,1.2097,17.363,4.21,C1,1.651,0.0034,5.293,-0.206,-6.925,1.2108,0.0011,17.251,-0.112,5.115,2.9766,0.123,-6.322,0.013,0.00963,-0.00163,-0.00799,0.045,0.00163,1.27E-06,-0.013,-3.4,-3.386042894,-3.06,-3.050405945,0.009930338,-0.000336282,2.88,-0.01036
3-5-ClBACl,c1c(Cl)cc(Cl)cc1(C#C(Cl)),Cl,H,Cl,H,23.5,1.915372,1.6481,5.492,-7.178,1.2098,17.351,3.977,C1,1.6514,0.0033,5.288,-0.204,-11.617,1.211,0.0012,17.241,-0.11,4.883,2.9794,0.122,-6.315,0.013,0.00957,-0.00163,-0.00795,0.0448,0.00163,3.81E-06,-0.013,-3.35,-3.34,-3.02,-3.011531069,0.008810233,-0.000341302,2.85,-0.01023
3-5-CNBACl,c1c(C#N)cc(C#N)cc1(C#C(Cl)),Cl,H,CN,H,28.9,1.911258206,1.6457,5.529,-8.136,1.2096,17.365,4.98,C1,1.6493,0.0036,5.303,-0.226,-7.69,1.2108,0.0012,17.242,-0.123,5.949,2.9597,0.13,-6.378,0.0135,0.00997,-0.00168,-0.00829,0.0466,0.00168,1.90E-06,-0.0135,-3.88,-3.86951951,-3.54,-3.530801966,0.009600268,-0.000402234,3.06,-0.01132
3-5-COOHBACl,c1c(C(=O)O)cc(C(=O)O)cc1(C#C(Cl)),Cl,H,COOH,H,21.8,1.915854321,1.6482,5.49,-7.097,1.2096,17.364,3.875,C1,1.6515,0.0033,5.289,-0.201,-6.686,1.2107,0.0011,17.255,-0.109,4.765,2.9815,0.121,-6.326,0.0129,0.00953,-0.00162,-0.00791,0.0446,0.00162,2.06E-06,-0.0129,-3.27,-3.257347598,-2.94,-2.930387935,0.009870724,-0.000258659,2.83,-0.01011
3-5-FBACl,c1c(F)cc(F)cc1(C#C(Cl)),Cl,H,F,H,23,1.916154399,1.6484,5.489,-6.887,1.2098,17.355,3.774,C1,1.6518,0.0034,5.286,-0.203,-6.456,1.2109,0.0011,17.246,-0.109,4.62,2.9818,0.121,-6.312,0.0129,0.00952,-0.00162,-0.0079,0.0446,0.00162,7.90E-07,-0.0129,-3.29,-3.28488648,-2.97,-2.961338298,0.009002251,-0.000340549,2.82,-0.0101
3-5-NH2BACl,c1c(N)cc(N)cc1(C#C(Cl)),Cl,H,NH2,H,16.4,1.92077237,1.6518,5.433,-5.705,1.2102,17.314,2.406,C1,1.6549,0.0031,5.256,-0.177,-5.328,1.2111,0.0009,17.222,-0.092,3.202,3.0101,0.106,-6.271,0.0122,0.00898,-0.00154,-0.00744,0.0421,0.00154,6.84E-07,-0.0122,-2.64,-2.626796559,-2.33,-2.320666675,0.009097005,0.00023632,2.55,-0.00877
